file,transcription
BCXDMxlb4T8_046.wav,yɛbɛn na ɛwɔ ha nti a ghana asaase so yɛwɔ srɛ mu abaa bɛka nkran dabɛn na ɛwɔ agogo a ɛyɛ soronko a ɛma nantwi yɛn no ɛbɛgye ntena ha wɔ ha ɛdeteɛ ne sɛ deɛ follow
EeJdFQz5rSM_037.wav,okay ɛnoara bɔ life ɛno ara bɛbɔ line na two tokura ama wo na wode buro no agugu mu okay na wei nso dwuma bɛn na ɛdi wei nso yɛ tractor ɛno nso yɛ the same principle okay ɛno wei no wodi hyɛ tractor no rekyia anaa track no ɛtwi kyerɛ sɛ wei di dw
Hc8tdrrSpbY_030.wav,tiri yɛn wo mmara yɛanhwɛ no yie a daakye yɛn ho bɛkyere yɛn nkyiri mma no wobɛkyerɛ wo papapapa mmara no nso yɛyɛ a ɛɛ wonhu no yie woahu no yie me deɛ mehu no yie because yɛse asɛm mmra sɛ wobɛkɔ na community no gold me yɛtu ne galamsey wokɔka a ɔse ɔmo de america ne community
ihje1g6Pc_A_077.wav,wei deɛ na yɛfaa yɛkɔ adwumadie so na yɛahyɛ of agric ɛna environmental protection agency yi epa sɛ mommra mu esiane sɛ sɛ wosɔre na woanya biribiara nni a abrabɔ bɛyɛ den ama wo na sɛ obi bɛtu anwea na ɛkɔm bɛde ghana ma deɛ ɛmuɔ
1u4Dmwoh04U_023.wav,ɛwo mu ara na bi memfa no sɛ abofra na na yɛdua kakra kakra ɛka ho ogya bɛtɔ asaase no adɛn na ɛwɔ so nsan sɛ deɛ nti na me bisa wo saa no sɛ ghana yɛn nsa ase na sɛ agya ewiem bɔbrɛ a ɛsesa nti no bi bɛyɛ kuadwuma a tesɛ deɛ irrigation a akyire yɛbɛdi ho nkɔmmɔ yi na ɛno akɔ akɔ ba mu asaase na n'abakwasɛm te sɛn kakra wo ara na
lHLX6Y0bBXY_021.wav,saa okay wo dua green a wonnya no saa okay sɛ obiara nnua seed no nea woaka yi under planting for food mennyɛ sure sɛ ɛyɛ bronkoaa nti wei deɛ mayɛ kakra nneɛma bɛn na ɛwɔ sɛ yɛkɔ gye seed no aburo pɛ baako ɛyɛ
eFrIBYoHo8Q_044.wav,sɛn medawoase ɛyɛ me sɛ wan for life finishetive a ɛyɛ yɛ founder doctor kwabena agyei anisoadehunu a md so mr rekyerɛ gyei ɛɛ wodi anim a yɛ make sure sɛ at least i will prefer drink water kaeɛ na ɛnyɛ asɛm ketewa ɛɛ
L4RsjNkDM5E_058.wav,sene ɛwɔ ɛkwan ahoroɔ bebree so na mmom yɛn five no yeah seesei nea ɛyɛ ne sɛ biribiara ni a wofrɛ a ɛsi regional office anaa zonal officer no so a na wama yaso ase na yɛn nso nea ɔbɛn wo no na yama no na hɛɛ ɛnhwɛ anidie but yɛrebɔ yɛ ho mmɔden na yɛnim sɛ mmerɛ pa mu no aban nso ɛbɛboa ama nipa no bebree na abɛka yɛ
YmOkFPmf100_023.wav,woyi gusakuzafoɔ na ɛbaeɛ no wo yɛ adwuma yi accounting adwuma na woyɛɛ no ka sɛ adwuma deɛ yɛyɛ aso mfasoɔ anaasɛ yɛyɛ anya sɛdeɛ asi ayɛ no nkontabuo waduane tɔ nsuo ne akorakora ne adeɛ no kwan bɛn na
gB-K2LwgnoA_015.wav,paa obiara te ne nka nti mede meho kɔhyɛɛ kwaadwuma mu na na m adɔ kakra bɛyɛ sɛ 10 years wɔ hɔ dada nti deɛ meyɛɛ ne sɛ ɛneɛ mede me sika ma yɛn nyinaa bɛ gu so enti first year no deɛ ɔbɛyɛ 40 acres bom ɛyɛ cocoa cocoa bɛyɛ antɔ deɛ no because na me
U7mqnWPgkgc_037.wav,a wonnya nti nea ɛyɛ a yɛreyɛ ne sɛ aburo no a yɛ dua koraa no wobu aburo no wie a n'aba a na ɛsi hɔ no ɛyɛ ne stok no ne ne nwura no nyinaa ɔmo wei nti wowɔ baabi a ɔmo nso adua aburo ne ya ɔmo twa ne fresh no a wobɛtumi agye na wode akɔ
WdBSsA_xuBs_004.wav,doctor asamoa ho dɔ mensaa ce of salmon farms yɛbaa ha na kube yi ɛyɛ nketenkete wahu sɛ apɛgya paa adwuma a ɛkɔ sɛn oh nyame adom a ɛkɔ yie paa biribi foforɔ bi wɔ hɔ a dwuma yi wode aka ho sɛ phone adwuma sɛ ebia kube y'atwa me amanfoɔ but abusuafoɔ deɛ ɛwɔ mu ne sɛ mpuntuo aba no sɛ kube no yɛbaa first one yi kyerɛ wo na ɛyɛ nketewa sɛ
1ECdzJ8EQ0U_003.wav,ghana akuafo ɛyɛ akuafoɔ yɛda mo ase nyansa baako ano a akuafoɔ eee ohh ayekoo ghana akuafo emu ayɛ bi oo nananom akuafo emu afia ei deɛ mpo nya
cvok2NSHyEg_008.wav,yɛwɔ west africa center for crop employement legon aha ɛna yɛ ne nimdefoɔ no bɛtwetwe bɔne ahwɛ abɛɛfo kwanso sɛ yɛpɛ seed deɛ yɛbɛte sɛ cd foforɔ aba henfa ɛno na ɛnnɛ yɛne nimdefoɔ ɛreba abɛtwetwe ho na abotare na tena ase na tie bi na wonya biribiara wonhu sɛ anamon tuo no ɔman no gu so reto baabi a wose wohunu no nso woatumi ahunu na wode wo ho enti yɛtoa nkɔmɔ twetwe no so
iaTgAo3qsuQ_034.wav,a ɔbɛ nenam hɔ saa time no ayɛ sɛ woto ma wo no ɔnto mma wo but two aduane a ɛyɛ sɛ ɔmo de ma ɔmo akokɔ biara ne kwan tete a ɔfe da wode ma no nti w'anya da right quantity wɔ fie da obedi ɛno nti ɔntumi nyin na ɔnto mma wo medication nnuro a ɛsɛ wode ma ɔmo anfa ɔmo vaccination saa nnoɔma nyinaa woanyɛ no pɛpɛɛpɛ amma akokɔ no a
yLkQ80bqWGo_032.wav,yɛtwetwe nkɔmmɔ na ɛnnɛ deɛ agya ɛyɛ me sɛ tɛkrɛma no adane kakra yɛwɔ mframa ntɛm mu owura benkam mm ɔbaa ghana bɛyɛ kwaadwuma edu baabi a yɛnansa ɛ
IgXzpxIFx9c_014.wav,tumi te sɛ ɔmo tumi nya nam na ɔmo ayi bebree koraa na afei abu so wɔ mu asan agya bi agu nsuo no mu ɛberɛ bɛn na saa adeɛ no ɛba ɛɛ first okay
RbHJKc1JFjY_008.wav,akoko kakra a medidi so na ɛbɛba sɛ yɛbɛ twa agu ɛfiri sɛ cocoa krakyefoɔ no ba mfuo no nyinaa ɔmo maame teaseɛ sɛ baabi a megye di sɛ ɛhɔ koraa na menyaa ba kakra afiri no koraa no yareɛ no ade koro hɔ no nyinaa nti yɛtwam
4m2QYTC_bko_053.wav,a ɛtaa ha mo adwene ɛɛm abɛ abɛ a ɛwɔ hɔ yi deɛ yare bebree nta nha no the main issue ɛha abɛ wɔ ghana yɛ pests ɛɛ mmoa bi a yɛfrɛ mo leave mining wɔ northern ɛhwɛ every two weeks bi
ZFzoww4JATI_012.wav,adv afa ne ntampa afura wo kwan bebree do ɛkaa nom ɛna yɛyɛ no ɛna y'ase sɛm ɛnnɛ yɛ pia kuafoɔ no sɛ ɛbɛhwɛ a yɛdze branches aba yɛn mmra yɛdze aba yɛn branches bebree ɛna afei nsoso
bxNcHFLSMCE_014.wav,from 200 from 200 menhy
nOgtBxZ8Kho_033.wav,anaa in the wake of climate change challenges okay online those days wedding will live the remains the rest of the field no we leave them on the field alright before
qDfDsPul7bg_025.wav,okay nkɔmmɔ na ɛdɛ na yɛbrɛ no nti yɛnhwɛ obi pɛ sɛ ɔsua ayekoo deɛ y'adwumadie ne yɛdaworoma sɛ wode ayɛ yie no na obi rehwɛ sua ɛyɛ dɛn a makyerɛ na ɛbɔɔ ne hɔ sekan me brɛ sɛ na waka me yie ho ka ne ɛberɛ no so te sɛn cos obi wɔhɔ sɛ woyɛɛ da koro pɛ na ɛyɛ yie ɛho ka ɔbrɛ ne ade abrɛ wo ho so na ɛte sɛn koko dwuma dua mbom ɛberɛ wɔ mu ne sɛ wosuaseɛ
