file_name,original_twi,translated_english
w2oP_8puRrw_020.wav,adwuma mu paa frɛ yɛ a mo baeɛ yi mo ne akuafoɔ no na anka w'atwetwe ne te sɛn yoo anim medaase yɛne akuafoɔ no na nkɔmɔ twetwe no ɛsɔ ma nipa y'akyerɛkyerɛ ɔmo sɛdeɛ yɛ use nnuro ɛne sɛ deɛ yɛ use fatliza ɛne machines ne biribiara mprempren which is organic fa,"Regarding the work, when you came and had a discussion with the farmers, how did it go? Okay, thank you. The discussion we had with the farmers is good for the people. We taught them how to use chemicals, and how to use fertilizer and machines, and everything currently, which includes the organic approach."
oLVHi9iaQ-E_061.wav,ɔmo ate awie baabi abɛyɛ baabiara ɔmo siesie no akɔ akɔtɔn yɛne deɛ ɔda ɔmo ano ɛtwetwe nkɔmɔ na yɛnhwɛ sɛ ghana yɛrekɔ y'anim ɛwɔ kwan a ɛtɔn yɛ nneɛma ho anaa madam mepa wo kyɛw wo din no sɛn mepa wo kyɛw yɛfrɛ me saa akwadaa ten auntie sarah sɛ yɛte aduaba no anaa no baeɛ no bɛduru ha a ɛbaa mo adwuma no sɛ ɛnfa yɛ frɛ ɔmo kakra deɛ ɛteɛ ne sɛ sɛ yɛnya anɔpa yɛ no de firi afuom hɔ ɛde bɛduru a yɛwɔ biribi a yɛfrɛ no sɛ,"They have finished harvesting somewhere, whatever the case may be; they prepare it and go to sell it. We are chatting with those they deal with, and seeing if Ghana is moving forward in the way we sell things, right? Madam, excuse me, what is your name? Please, we call this child Auntie Sarah. When we harvest the produce, or when it arrives here—regarding your work, let’s call them over for a bit. The truth is, if we get it in the morning, we take it from the farm, and when it arrives, we have something we call..."
Quqbca1E6FU_023.wav,wɔ ha yi wei deɛ ɔfiri ghana ha yi a akyekyedeɛ wei nyɛ ghana deɛ ɛyɛ west africa giant tortis a ɔfiri malisa ba ɔyɛɛ dɛn na dɛn na wo nsa aka ahyehyɛdeɛ sei yɛwɔ ɛɛ mmoa bi wɔ hɔ a wotumi fa na wode afiri kuro foforɔ so na woba a yɛwɔ mmara ɛwɔ ho a wobɛtumi de aba yɛ man mu nti wofa saa kwan no so,"As for this one, this tortoise is not from Ghana. It is a West African giant tortoise that comes from Mali. How did you get hold of this organization? There are some animals there that you can take and bring from other countries when you come; we have laws in place that allow you to bring them into our country, so you follow that procedure."
CxdwVyzSQqY_021.wav,obiaa biribi nti ama abaayesfoɔ no aba dodoɔ sɛ obiara pɛ bi akɔ india ne rebert sɛ yɛn ghanafoɔ no yɛyɛ ntɔ nti yɛntɔ yi deɛ a ɔmo nso na woba ɔmo de sika ba yi na ghana goverment price service,"Everyone has a reason that has made the people doing this become too many, to the point that everyone wants to go to India, and it is reported that we Ghanaians are buying; so as for this buying we are doing, they also come and bring money here, and the Ghana government price service..."
gNbNpWvneL4_049.wav,nipa baako ɛkɔfa problem ba a deɛ ɛbɛka ne sɛ hatresi nyinaa ɛnyɛ nanso na ebia ɛnte saa enti deɛ yɛ deɛ yɛ produce kosua no yɛ de no deɛ vaccine ne nnoɔma a wode gu ne mu no wode bɔ ne maame ne ho ban na yɛn nyinaa yɛde ama antibodies bi gu kosua no mu,"If someone brings up a problem, what they will say is that it is not entirely out of hatred, but perhaps that is not the case. So, regarding the egg we produce, we take it, and with the vaccine and the substances you put inside it, you use it to protect the mother, and we all use it to put some antibodies into the egg."
ks5P7CALGh0_031.wav,bi na yie na y'ahwɛso sɛ ministry no nso nhyehyɛɛ bi a ɔde baabiara no so no ɛsɛ ɛda nokware no ah na ne kwan mu a sɛbe mu bi deɛ sɛ wonim sɛ ɛnyɛ adeɛ a yɛbɛte aseɛ because yɛda nnipa no ɛna nipa nso na yɛrekasa ma ɔmo ɛna nipa na ɛyɛ kasa ma ɔmo no nso so wɔ expe,"It is good that we observe that the ministry’s plans, which they are implementing everywhere, need to show the truth, and in that process, if you know that it is not something we will understand—because we are dealing with people, and we are speaking for people, and the people who are speaking for them also have experience..."
gFTao_lZuBE_058.wav,kakra a ɛwɔ mu ne sɛ me deɛ mede me nsa ato mu awie na mehwɛ na manya afiri mu nso so a sɛbe ɛnyɛ nipa nyinaa na ɛnyɛ no saa nti mentena ha ɛnyɛ nyame bɔne ayɛ na menyi ghana nso so ɛbone ayɛ na ɛsan sɛ mayɛ adwuma no ahodoɔ bebree enti sɛ baabi ɛrekɔ fam a deɛ ɛbɛyɛ ne sɛ baabi a ɛhɔ ɛrekɔ soro no na mede hɔ no aba abɛ boa baabi a ɛhɔ ɛkɔ fam no,"The bottom line is that I am already involved in this, and I am looking for a way out, but pardon me, not everyone is like that. So, I am not staying here; I have not committed any sin, nor have I done anything wrong to Ghana. Furthermore, I have done many different types of work, so if one area is struggling, what I will do is take from the area that is succeeding and come and help the one that is struggling."
UFUYtaFLimQ_042.wav,yɛsrɛ mo okey na ma no bɔ akɔ soro ɔmmeeɛ yɛnni baanu nyinaa yɛngyina ntɛm nyame gyina hɔ ntɛm na yebesi a yɛbɛyɛ me sɛ sesei de kyerɛ sɛ wɔka a na matete wei mpo me ho hwee nanso,"Please, okay, and let it go up. It’s too much. The two of us are here, let’s not stand here long. God is there immediately, and when we arrive, what will we do? For me, right now, it shows that even when they speak, I don’t understand any of it, however..."
jDR8l1jSoiI_064.wav,oh nyame adom ɛyɛ ara because wohwɛ a ɛnam the quality of x a produce wɔ ha nti no yɛnni complete atɔfoɔ mmere pii no mmaa no koraa moba a na ɔmo because wɔn nyankopɔn anaa sɛ like ɔmo star thousands no ɔmo nya no saa nka ɔmo pɛ but,"Oh, by God's grace it is well, because if you look at the quality of the x produced here, we don't have complete buyers most of the time; even the women, when they come, because their gods or, like, they are 'stars' in the thousands, they get it just like that, otherwise they would like it, but..."
OUjJti89dFw_001.wav,cocoa no a afei yɛrekɔ no afei na yɛbɛdi cocoa no mu dɛ nti mesrɛ kwani biara sɛ ɔmo ho mmɔden sɛ wo kɔ kɔ aka nwuram koraa seesei hu seesei mu no sɛnea ɛtete no wɔ mfiri no so no sɛ onyamena adom koraa afei yɛbɛkɔ yɛn anim enti,"The cocoa we are going to deal with now is what we will finally enjoy the fruits of, so I urge everyone to do their best. If you go to the farm right now to see how things are on the machine, by God's grace we will move forward now, so..."
U49vb7IvOj4_001.wav,aane akuafoɔ ɛyɛ da mo ase oh akua yɛ da mo ase nananom akuafo akuafoɔ yɛda mo ase ei yɛ nsa bɛkɔ yɛ,"Yes, farmers, thank you. Oh farmers, thank you. Elders, farmers, farmers, we thank you. We will carry on."
0mBn_66y9qc_027.wav,sɛ wobɛtɔn aba anaa sisi aka ho a wo saa hia tu me krataa ɛfiri bprs hɔ enti nneɛma na wɔtɔn no ansa nipa no bɛtumi adi saa adwuma no nkrataa mmiensa na ɔhia a bra no bra no yɛ nyinaa me a mekɔ field but me me nsa question wei nso kwa,"If you are going to sell nuts or related products, you need a permit from BPRS; therefore, regarding the goods that are sold, before a person can engage in that business, three documents are required, but as for the part about going to the field, I have this question as well."
cOW837CrnYU_065.wav,mereka 22 24 cocoa sindicated low no ɛbɛduru cocobod kofɛsɛ 27 december a na yɛbue season september enti september october november basically december na sika nni ɔmo de tɔ cocoa enti aka nana stand but ɔnifoɔ 25 y.b,"I am talking about the 22-24 cocoa syndicated loan that reached Cocobod on December 27th, and the season opens in September, so in September, October, November, and basically December, there was no money; they use it to buy cocoa so it came to a standstill, but the person 25, we will..."
K4feVFrBDq0_025.wav,stains no ɛkabom ɛhyɛɛ bi soils a ɛwɔ saa area hɔ ne but yɛnteaseɛ about the liza no ɛwɔ fam every year biara yɛyɛ demonstrations across the country we tell farmers sɛ felises ɛnyɛ adeɛ a yɛba but ɛwɔ sɛ yɛtumi nya the ride fertilizer na yɛtumi ma nnɔ,"The stains aggregated and affected some soils in that area, but we do not understand the fertilizer on the ground. Every year, we conduct demonstrations across the country. We tell farmers that fertilizer is not just something we bring; rather, it is necessary that we are able to obtain the right fertilizer so we can provide it to the crops."
JkrzuPdcnpk_025.wav,ahwɛfoɔ a sɛn na woretumi aka sɛ baabi a yɛgyina ha sei sei a no ɛnyɛ amanfoɔ nyinaa ni ei ebi wɔ anim hɔ ɛyɛ me sɛ moafa hɔ but yɛ nyame wie hɔ no deɛ no nti ɛha na yɛahyɛ aseɛ a yɛretim nti na wo no ɛhɔ no nso bɛyɛ,"Viewers, how can you say that where we are standing right now is not for everyone? Hey, some are ahead there; it seems to me that you have passed through there, but we have finished that with God. That is why we started here and are staying here, so where you are will also be fine."
Ico6GawnSTo_038.wav,na ɔmo yie na sɛ nwura no dɔɔso a ɛyi bebree bɛsene asɛe mmoa tumi bobɔ mu ntɔkwa ɛwom ɛbɛtu agu enti wo,"They are fine, but if the weeds are too dense, it brings out a lot that will destroy the animals' capability and ignite conflict; it is true that it will be cleared, so you"
-wh2zszibUc_044.wav,no ɛnyɛ obiaa na ɛde maa wɔn na ɛde saa sika no kɔtoo adb sɛdeɛ ɛbɛyɛ a ɛmu dwuma nkoaa na yɛde yɛ enti no ɛbɛka emufoɔ no nyinaa me ne wo wie w'anom asɛm bɛtwa toa de ma ghana akuafo tituo no ma mo dua mu now ɛsɛ sɛ ɛmo yɛ potential paa na deɛ ɛbɛboa no ne sɛ yɛnni deɛ yɛdua wɔ ha na ɛbɛboa na abaa no nso ɛyɛ ne fa ɔbaa atampa programme baeɛ yi so aban,"It is not everyone who gave it to them and used that money for the work, so that we use it solely for the intended work; therefore, it will involve all of them. Me and you, once you finish what you have to say, give it to the Ghanaian farmers, especially for your farming now. You need to show great potential, and what will help is that we do not have what to plant here that will help, and that is also part of the government program that was introduced."
3uBNR8R2_Dw_019.wav,mhm ɛna me deɛ ɛgu mu okay na mede efi nkyerɛkyerɛ okey abusuafoɔ kwan no ara na ɔgu so no na ɛkyerɛ sɛ aburo no ebia watutu deɛ ɛnnɛ watutu bi a ɛnora anaasɛ ne nyinaa ɔmo atutu no aburoo dua ɛfuo no ɛso bɔtɔ a ɛwom peinspectors no nyinaa ɛwɔ sɛ ɛ,"Mhm, and as for me, it is going on, okay. And I am starting from the explanations, okay. It is continuing in the same way the family does, and it means that the corn, perhaps they have harvested some today, harvested some yesterday, or maybe they have harvested all of it. The corn farm, the sack that is in it, all the inspectors have to..."
BCXDMxlb4T8_021.wav,ɔbɛtu na obi nso wo dua na bi rebɔ spray na ebi nsoso ɛdɔ aburoo no na ebi dua enti sɛ saa dwuma wei wotumi yɛ ne nyinaa ayɛ no yie a ghana head paa akua adwuma koraa ayɛ dɛ efisɛ first na yɛ maame no yɛ papa ɔmo de sekan nkoaa na ɛdɔ nti adwuma yɛnnim sɛ,"Some will harvest while others are planting, some are spraying, some are weeding the corn, and others are planting. So, if all this work can be done well, agriculture in Ghana will be very enjoyable, because in the past our mothers worked hard, using only cutlasses to hoe, so the work [was very tough]."
v-xgiQM0EBI_051.wav,spirit no ɛgu mu ɛneɛ aduro biara a wode spray biara no but asɛ ɛyɛ ghana ha no nso yɛwɔ aduro a aban akyerɛkyerɛ sɛ yɛmfa ɛnyɛ ɛyi kyerɛsɛ slaa aduro nyinaa akɔ tafo ama wɔn attest ama ɔmo ahunu sɛ ɛyɛ good nti sɛ wobɛtɔ aduro a ɔde bɛham nti wei firi ha nom no na ɛre,"It contains spirit, so with any medicine that you spray—but since it is here in Ghana, we also have medicines that the government has given directives on; this means all the medicines have been sent to the authorities to attest and see that they are good, so if you are going to buy a medicine to use, since this one is from here..."
GtpF2LNbqog_048.wav,agye ato mu afiri ghana nti ɔmo a ɔmo redi dwa kɔ abɔnten no ɔmo mmra na yɛnyɛ nhyehyɛ ghana yɛgye wodi a ɛbɛyɛ yie o mo mmiensa mu na ɛnyɛ mahunu potential,"Since it has been agreed upon in Ghana, those who are doing business abroad should come so that we can make arrangements in Ghana. If we trust you, it will work out; it is among the three of you that I see potential."
XV2z3tFEcSs_029.wav,antkaa yɛn kɔkɔyɛ ne adeɛ no ɛbɛko n'anim ntɛm so na anka adeɛ yɛka wɔ ghana no ɔno yɛ bi na ɔne amfɛmfoɔ yɛ bi na ebi yɛn na ɔkɔgye bɛkum na ɛma yɛnam awie no sika saa n'adwumadie no na ɛhyehyɛ no toa so a anka ɛbɛkɔ n'anim saa nso ɛna nkosua bɛka bere bi yɛne no nkɔmɔ twetwee mu no kwan a yɛbɛfa so a nkosua koraa no ghana yɛdi kosua paa,"If we hadn't cautioned about that, it would have moved forward quickly. As for the things we talk about in Ghana, he does some, his friends do some, and some are ours; but he went and ruined it, which makes us struggle with the money for that business. If it had been organized to continue, it would have progressed. Then eggs came up; at one point when we were chatting about the way forward, even with eggs, in Ghana we really do eat a lot of eggs."
BVAVimTXTUY_008.wav,fine nea ɛnyɛ ara ne sɛ baabia nsuo tae deɛ ɛno deɛ wode yɛ pɛ ɛbɛporɔ okay yɛnhwɛ na afei fa yɛtoa so sɛ yɛdi buronya wie a na yɛse january mu na kyerɛ sɛ afe no akɔ awie fi saa berɛ no ara ɛkɔ afe no awie berɛ bɛn na ɛwɔ brɛ aseɛ okay na saa time no ɛbɛdu,"Fine, the only thing is that places where water often collects, if you use it there, it will rot. Okay, let's see, and let's continue. If we finish celebrating Christmas and then say it's in January, it means the year has ended. From that very time, it goes to the end of the year; when does it come down? Okay, and that time will arrive."
OgNHclJZuRw_017.wav,ha yi no na ɛbɛn ne ti no nti wode wo wɔ ha sei na aduro no firi ha nom a na ɛyɛ adwuma aba ne ti no mu sɛ nnɛ wobɛnya atenka no ahaa wode wo ha yi na ɛbɛkyɛ wode wo hɔ na ɛdi 829 hours ansa,"This place is near the head, so if you place it here like this and the medicine comes from there, then it works and enters the head. If you are to get the sensation today, if you place it here it will take a long time; if you place it there, it takes 829 hours before it does."
EeJdFQz5rSM_037.wav,okay ɛnoara bɔ life ɛno ara bɛbɔ line na two tokura ama wo na wode buro no agugu mu okay na wei nso dwuma bɛn na ɛdi wei nso yɛ tractor ɛno nso yɛ the same principle okay ɛno wei no wodi hyɛ tractor no rekyia anaa track no ɛtwi kyerɛ sɛ wei di dw,"Okay, that same thing applies to life, the same thing will apply to the line, and you hold it and use it to pour the corn inside. Okay, and what function does this one perform? This is also a tractor, it also uses the same principle. Okay, this one you attach to the back of the tractor or the track, it pulls, meaning this one does"
YVI9cEERMgo_050.wav,ɛwɔ kwan a akuani no bɛfa so wɔ ne extension office a ɛwɔ hɔ no bɛdi nkitaho akuafoɔ no bebree wɔ hɔ a extension officers no deɛ problem ɛwɔ sɛ ɔmo como problem ɛna coco polls no wokɔ,"There is a way the farmer will use the extension office there to interact with many of the farmers, but the problem with the extension officers is that they have a problem with the cocoa farms they visit."
BCXDMxlb4T8_046.wav,yɛbɛn na ɛwɔ ha nti a ghana asaase so yɛwɔ srɛ mu abaa bɛka nkran dabɛn na ɛwɔ agogo a ɛyɛ soronko a ɛma nantwi yɛn no ɛbɛgye ntena ha wɔ ha ɛdeteɛ ne sɛ deɛ follow,"What is close to here, so on Ghana's land we are in the bush, a stick that reaches Accra, when is it in Agogo, which is unique that makes cattle, it will take a seat here, the meaning is that which follows"
1u4Dmwoh04U_023.wav,ɛwo mu ara na bi memfa no sɛ abofra na na yɛdua kakra kakra ɛka ho ogya bɛtɔ asaase no adɛn na ɛwɔ so nsan sɛ deɛ nti na me bisa wo saa no sɛ ghana yɛn nsa ase na sɛ agya ewiem bɔbrɛ a ɛsesa nti no bi bɛyɛ kuadwuma a tesɛ deɛ irrigation a akyire yɛbɛdi ho nkɔmmɔ yi na ɛno akɔ akɔ ba mu asaase na n'abakwasɛm te sɛn kakra wo ara na,"While some might view it as childish—the way we plant little by little and use fire to clear the land—why is it done that way? The reason I am asking you this is that here in Ghana, due to the changing climate, some people are engaging in farming, such as irrigation, which we will discuss later. Has that actually been implemented on the land, and what is its history? Just tell me a little bit about it."
ihje1g6Pc_A_077.wav,wei deɛ na yɛfaa yɛkɔ adwumadie so na yɛahyɛ of agric ɛna environmental protection agency yi epa sɛ mommra mu esiane sɛ sɛ wosɔre na woanya biribiara nni a abrabɔ bɛyɛ den ama wo na sɛ obi bɛtu anwea na ɛkɔm bɛde ghana ma deɛ ɛmuɔ,"As we were going to work, we noticed the Ministry of Agriculture and the Environmental Protection Agency calling on people to get involved, because if you wake up and have nothing, life will be difficult for you, and if someone goes to dig sand, hunger will befall Ghana."
Hc8tdrrSpbY_030.wav,tiri yɛn wo mmara yɛanhwɛ no yie a daakye yɛn ho bɛkyere yɛn nkyiri mma no wobɛkyerɛ wo papapapa mmara no nso yɛyɛ a ɛɛ wonhu no yie woahu no yie me deɛ mehu no yie because yɛse asɛm mmra sɛ wobɛkɔ na community no gold me yɛtu ne galamsey wokɔka a ɔse ɔmo de america ne community,"If we do not look closely at our laws, in the future, it will catch up with us and our descendants. You might try your best to explain the laws, but if we behave the way we do, you don't see it well—or you do see it, but as for me, I see it clearly. Because they say the issue is that if you go and they are mining gold and doing galamsey in the community, and you speak up, they say they have America and the community backing them."
eFrIBYoHo8Q_044.wav,sɛn medawoase ɛyɛ me sɛ wan for life finishetive a ɛyɛ yɛ founder doctor kwabena agyei anisoadehunu a md so mr rekyerɛ gyei ɛɛ wodi anim a yɛ make sure sɛ at least i will prefer drink water kaeɛ na ɛnyɛ asɛm ketewa ɛɛ,"How are you? Thank you. It seems to me that the 'One for Life' initiative, which is Founder Doctor Kwabena Agyei's vision that he is showing... when you are in the lead, we make sure that at least I will prefer to drink water; remember, it is not a small matter."
lHLX6Y0bBXY_021.wav,saa okay wo dua green a wonnya no saa okay sɛ obiara nnua seed no nea woaka yi under planting for food mennyɛ sure sɛ ɛyɛ bronkoaa nti wei deɛ mayɛ kakra nneɛma bɛn na ɛwɔ sɛ yɛkɔ gye seed no aburo pɛ baako ɛyɛ,"That is okay; if you plant it green, you won't get it that way. Okay, if everyone does not plant the seed as you mentioned under 'Planting for Food', I am not sure if it is strictly [bronkoaa], so regarding this, I have done a little bit. What are the requirements to go and get the seed; is it just one maize?"
L4RsjNkDM5E_058.wav,sene ɛwɔ ɛkwan ahoroɔ bebree so na mmom yɛn five no yeah seesei nea ɛyɛ ne sɛ biribiara ni a wofrɛ a ɛsi regional office anaa zonal officer no so a na wama yaso ase na yɛn nso nea ɔbɛn wo no na yama no na hɛɛ ɛnhwɛ anidie but yɛrebɔ yɛ ho mmɔden na yɛnim sɛ mmerɛ pa mu no aban nso ɛbɛboa ama nipa no bebree na abɛka yɛ,"It is done in many different ways, but for our group of five, yeah, right now what happens is that whatever you call about, if it goes to the regional office or the zonal officer, you have already processed it, and as for us, we refer it to the one closest to you, and we ensure it is handled with dignity; but we are doing our best, and we know that in due time the government will also help many people and come to support us."
gB-K2LwgnoA_015.wav,paa obiara te ne nka nti mede meho kɔhyɛɛ kwaadwuma mu na na m adɔ kakra bɛyɛ sɛ 10 years wɔ hɔ dada nti deɛ meyɛɛ ne sɛ ɛneɛ mede me sika ma yɛn nyinaa bɛ gu so enti first year no deɛ ɔbɛyɛ 40 acres bom ɛyɛ cocoa cocoa bɛyɛ antɔ deɛ no because na me,"So that everyone would be at ease, I went into farming, and I had already saved a little bit over about 10 years, so what I did was take my money for us all to invest; so for the first year, it was about 40 acres in total, it was cocoa farming because I..."
YmOkFPmf100_023.wav,woyi gusakuzafoɔ na ɛbaeɛ no wo yɛ adwuma yi accounting adwuma na woyɛɛ no ka sɛ adwuma deɛ yɛyɛ aso mfasoɔ anaasɛ yɛyɛ anya sɛdeɛ asi ayɛ no nkontabuo waduane tɔ nsuo ne akorakora ne adeɛ no kwan bɛn na,"When you mentioned the gossipers who came, you are doing this accounting work, and you said, as for the work we do, is it profitable, or are we doing it to see how the accounting for buying food, water, and miscellaneous items is handled, and what is the way to go about it?"
U7mqnWPgkgc_037.wav,a wonnya nti nea ɛyɛ a yɛreyɛ ne sɛ aburo no a yɛ dua koraa no wobu aburo no wie a n'aba a na ɛsi hɔ no ɛyɛ ne stok no ne ne nwura no nyinaa ɔmo wei nti wowɔ baabi a ɔmo nso adua aburo ne ya ɔmo twa ne fresh no a wobɛtumi agye na wode akɔ,"Because we don't have enough, what we are doing is that when we finish harvesting the corn we cultivate, the seeds that remain serve as its stock, along with all its husks. Because of this, there are places where they have also planted corn and it has ripened; they harvest it fresh so you can buy and take it away."
WdBSsA_xuBs_004.wav,doctor asamoa ho dɔ mensaa ce of salmon farms yɛbaa ha na kube yi ɛyɛ nketenkete wahu sɛ apɛgya paa adwuma a ɛkɔ sɛn oh nyame adom a ɛkɔ yie paa biribi foforɔ bi wɔ hɔ a dwuma yi wode aka ho sɛ phone adwuma sɛ ebia kube y'atwa me amanfoɔ but abusuafoɔ deɛ ɛwɔ mu ne sɛ mpuntuo aba no sɛ kube no yɛbaa first one yi kyerɛ wo na ɛyɛ nketewa sɛ,"Doctor Asamoa, regarding the salmon farms, we came here and this coconut is very small. Have you noticed that the work is progressing really well? How is it going? Oh, by God's grace, it is going very well. There is something else here that you have added to this work, like phone work, like maybe the coconut has cut me off from my people, but the reality is that there has been progress; like the first coconut we brought, I showed you, and it was small..."
1ECdzJ8EQ0U_003.wav,ghana akuafo ɛyɛ akuafoɔ yɛda mo ase nyansa baako ano a akuafoɔ eee ohh ayekoo ghana akuafo emu ayɛ bi oo nananom akuafo emu afia ei deɛ mpo nya,"Ghana farmers, you are farmers, we thank you. With one mind, oh farmers, oh, well done! Ghana farmers have done their part. Ancestors, the farmers have gathered, even those who have something."
cvok2NSHyEg_008.wav,yɛwɔ west africa center for crop employement legon aha ɛna yɛ ne nimdefoɔ no bɛtwetwe bɔne ahwɛ abɛɛfo kwanso sɛ yɛpɛ seed deɛ yɛbɛte sɛ cd foforɔ aba henfa ɛno na ɛnnɛ yɛne nimdefoɔ ɛreba abɛtwetwe ho na abotare na tena ase na tie bi na wonya biribiara wonhu sɛ anamon tuo no ɔman no gu so reto baabi a wose wohunu no nso woatumi ahunu na wode wo ho enti yɛtoa nkɔmɔ twetwe no so,"We are here at the West Africa Centre for Crop Improvement in Legon, and we are with the experts discussing modern methods. When we want seeds, we hear that new varieties have arrived, but where are they? That is what we are here with the experts to discuss today. Be patient, sit down and listen, and you will learn something. You will realize that the nation is still making progress in areas that you too can identify and take advantage of, so let us continue with the discussion."
iaTgAo3qsuQ_034.wav,a ɔbɛ nenam hɔ saa time no ayɛ sɛ woto ma wo no ɔnto mma wo but two aduane a ɛyɛ sɛ ɔmo de ma ɔmo akokɔ biara ne kwan tete a ɔfe da wode ma no nti w'anya da right quantity wɔ fie da obedi ɛno nti ɔntumi nyin na ɔnto mma wo medication nnuro a ɛsɛ wode ma ɔmo anfa ɔmo vaccination saa nnoɔma nyinaa woanyɛ no pɛpɛɛpɛ amma akokɔ no a,"When it is walking around at that time, it is like when you provide for it, it does not yield anything for you; but the type of feed you give your chickens and the way you provide it—since you have not given the right quantity at home for it to eat, it cannot grow, and it will not produce for you. As for the medication you are supposed to give them and their vaccinations, if you have not done all these things perfectly for the chicken..."
IgXzpxIFx9c_014.wav,tumi te sɛ ɔmo tumi nya nam na ɔmo ayi bebree koraa na afei abu so wɔ mu asan agya bi agu nsuo no mu ɛberɛ bɛn na saa adeɛ no ɛba ɛɛ first okay,"It's like they are able to get fish and they have taken a whole lot, and then it has overflowed in there, and they have put some back into the water—when does that thing happen first, okay?"
4m2QYTC_bko_053.wav,a ɛtaa ha mo adwene ɛɛm abɛ abɛ a ɛwɔ hɔ yi deɛ yare bebree nta nha no the main issue ɛha abɛ wɔ ghana yɛ pests ɛɛ mmoa bi a yɛfrɛ mo leave mining wɔ northern ɛhwɛ every two weeks bi,"What often bothers your minds: as for these palm trees, many diseases do not affect them. The main issue with palm trees in Ghana is pests, specifically some creatures we call leaf miners in the north, which you should check every two weeks."
RbHJKc1JFjY_008.wav,akoko kakra a medidi so na ɛbɛba sɛ yɛbɛ twa agu ɛfiri sɛ cocoa krakyefoɔ no ba mfuo no nyinaa ɔmo maame teaseɛ sɛ baabi a megye di sɛ ɛhɔ koraa na menyaa ba kakra afiri no koraa no yareɛ no ade koro hɔ no nyinaa nti yɛtwam,"The little I am surviving on, it is coming to the point where we will have to cut it down, because the cocoa farmers' children—all the farms, their mother is still alive—and the place where I believe I even got a little something from, because of the disease and everything there, we are leaving it."
yLkQ80bqWGo_032.wav,yɛtwetwe nkɔmmɔ na ɛnnɛ deɛ agya ɛyɛ me sɛ tɛkrɛma no adane kakra yɛwɔ mframa ntɛm mu owura benkam mm ɔbaa ghana bɛyɛ kwaadwuma edu baabi a yɛnansa ɛ,"We are having a conversation, but today, father, it seems to me that the tone has changed a bit; we are in the wind, Mr. Benkam, a Ghanaian woman will do lazy work, it has reached a point where our hands are..."
ZFzoww4JATI_012.wav,adv afa ne ntampa afura wo kwan bebree do ɛkaa nom ɛna yɛyɛ no ɛna y'ase sɛm ɛnnɛ yɛ pia kuafoɔ no sɛ ɛbɛhwɛ a yɛdze branches aba yɛn mmra yɛdze aba yɛn branches bebree ɛna afei nsoso,"The matter has spread widely; what is left is what we are doing, and we are starting the matter today. We are urging the farmers to see if we can bring branches; we are bringing our many branches, and then also..."
nOgtBxZ8Kho_033.wav,anaa in the wake of climate change challenges okay online those days wedding will live the remains the rest of the field no we leave them on the field alright before,"Or in the wake of climate change challenges, these days on the land, we leave the remains on the field. Yes, we leave them on the field."
qDfDsPul7bg_025.wav,okay nkɔmmɔ na ɛdɛ na yɛbrɛ no nti yɛnhwɛ obi pɛ sɛ ɔsua ayekoo deɛ y'adwumadie ne yɛdaworoma sɛ wode ayɛ yie no na obi rehwɛ sua ɛyɛ dɛn a makyerɛ na ɛbɔɔ ne hɔ sekan me brɛ sɛ na waka me yie ho ka ne ɛberɛ no so te sɛn cos obi wɔhɔ sɛ woyɛɛ da koro pɛ na ɛyɛ yie ɛho ka ɔbrɛ ne ade abrɛ wo ho so na ɛte sɛn koko dwuma dua mbom ɛberɛ wɔ mu ne sɛ wosuaseɛ,"Okay, the conversation is nice, but we are tired, so let’s look for someone who wants to learn the craft. Regarding our work and the appreciation for how well you did it—and someone is watching to learn what I taught, and it troubled them—I am tired of you talking about me, how about that? Because there are those who think that if you do something for just one day, it should work out well. Regarding that, it takes effort and humility. It is like cocoa farming; there is a time for it, and it is hard work in this world."
TPDYQh8iIKo_049.wav,"a 150,000 no so no party biara wɔ deɛ ɛrekɔ yɛwɔ baabi koraa ɔno nam no mu a nkwadaa sɛbe ɔmo adwene wɔ fam no yɛde yɛ bɛbi food mu a ɔmo di ama wɔn adwene ebue na mpo koraa wanya kata ano yɛ den so mfaso koto","With that 150,000, no matter where a party is taking place, we are there; and in doing so, for the children—pardon the expression—whose minds are not yet developed, we use it to prepare some food for them to eat so their minds can open up, and they even gain some foundation, making it strong and very beneficial."
