question,answer,category,source_text,original_twi,file_name
Why do the leaves on my young cocoa plants turn brown and scorch in the dry season?,"Young cocoa plants are sensitive to direct, harsh sunlight and intense heat. Planting shade crops like plantains next to young cocoa creates a canopy that shields them from heat stress and preserves soil moisture.",Basic Field Setup & Planting,"What is ""one for life"" and why the heart? And you chose yes, as for ""one for life,"" it is about the heart, because upon looking into it, it seems to me that he wants the company of elders. Where does the ball sit, and then it becomes a ""societal leader""? We can complain that no, the heart, we do it like...",dɛn one for life na adɛn na heart ɛna mofaeɛ yes ɛɛ one for life no deɛ ɛyɛ akoma because yɛhwehwɛɛ mu ara ɛyɛ me sɛ ɔpɛ mpaninfoɔ company no bɔɔl no ɛtenase ɛhefa ɛna ɛba societal leader yɛbɛtumi complain sɛ daabi akoma yɛyɛ no sɛ,eFrIBYoHo8Q_050.wav
How far apart should I plant my plantain suckers when setting up a new farm?,Plantain suckers should be planted about 3 meters apart. Proper spacing prevents the leaves from shading each other out completely and stops roots from competing for water and nutrients.,Basic Field Setup & Planting,"What is ""one for life"" and why the heart? And you chose yes, as for ""one for life,"" it is about the heart, because upon looking into it, it seems to me that he wants the company of elders. Where does the ball sit, and then it becomes a ""societal leader""? We can complain that no, the heart, we do it like...",dɛn one for life na adɛn na heart ɛna mofaeɛ yes ɛɛ one for life no deɛ ɛyɛ akoma because yɛhwehwɛɛ mu ara ɛyɛ me sɛ ɔpɛ mpaninfoɔ company no bɔɔl no ɛtenase ɛhefa ɛna ɛba societal leader yɛbɛtumi complain sɛ daabi akoma yɛyɛ no sɛ,eFrIBYoHo8Q_050.wav
Why do I need to put tall wooden stakes next to my yam vines?,Yam plants are climbing vines that need stakes to expose their leaves to sunlight. Lifted leaves make more food to grow big underground tubers and stay off the wet ground where leaf diseases spread.,Basic Field Setup & Planting,"What is ""one for life"" and why the heart? And you chose yes, as for ""one for life,"" it is about the heart, because upon looking into it, it seems to me that he wants the company of elders. Where does the ball sit, and then it becomes a ""societal leader""? We can complain that no, the heart, we do it like...",dɛn one for life na adɛn na heart ɛna mofaeɛ yes ɛɛ one for life no deɛ ɛyɛ akoma because yɛhwehwɛɛ mu ara ɛyɛ me sɛ ɔpɛ mpaninfoɔ company no bɔɔl no ɛtenase ɛhefa ɛna ɛba societal leader yɛbɛtumi complain sɛ daabi akoma yɛyɛ no sɛ,eFrIBYoHo8Q_050.wav
Why are my maize leaves full of ragged holes with small worms inside?,This leaf damage is usually caused by Fall Armyworm caterpillars that feed on the soft growing center of young maize. Early detection and applying recommended insecticides or botanical treatments like neem extract protect the yield.,Crop Health & Pest Control,"What is ""one for life"" and why the heart? And you chose yes, as for ""one for life,"" it is about the heart, because upon looking into it, it seems to me that he wants the company of elders. Where does the ball sit, and then it becomes a ""societal leader""? We can complain that no, the heart, we do it like...",dɛn one for life na adɛn na heart ɛna mofaeɛ yes ɛɛ one for life no deɛ ɛyɛ akoma because yɛhwehwɛɛ mu ara ɛyɛ me sɛ ɔpɛ mpaninfoɔ company no bɔɔl no ɛtenase ɛhefa ɛna ɛba societal leader yɛbɛtumi complain sɛ daabi akoma yɛyɛ no sɛ,eFrIBYoHo8Q_050.wav
Why are the leaves on my pepper plants twisting and curling up tight?,"Leaf curling in pepper plants is typically caused by tiny insects like thrips or aphids sucking sap, or by a viral infection spread by whiteflies. Controlling these sap-sucking insects stops the leaves from curling.",Crop Health & Pest Control,"What is ""one for life"" and why the heart? And you chose yes, as for ""one for life,"" it is about the heart, because upon looking into it, it seems to me that he wants the company of elders. Where does the ball sit, and then it becomes a ""societal leader""? We can complain that no, the heart, we do it like...",dɛn one for life na adɛn na heart ɛna mofaeɛ yes ɛɛ one for life no deɛ ɛyɛ akoma because yɛhwehwɛɛ mu ara ɛyɛ me sɛ ɔpɛ mpaninfoɔ company no bɔɔl no ɛtenase ɛhefa ɛna ɛba societal leader yɛbɛtumi complain sɛ daabi akoma yɛyɛ no sɛ,eFrIBYoHo8Q_050.wav
Why are my tomato flowers dropping off without turning into small tomatoes?,"Tomato flowers fall off when the plant experiences heat stress, irregular watering, or extreme dry spells. Keeping soil moisture consistent prevents stress and allows flowers to set fruit.",Crop Health & Pest Control,"What is ""one for life"" and why the heart? And you chose yes, as for ""one for life,"" it is about the heart, because upon looking into it, it seems to me that he wants the company of elders. Where does the ball sit, and then it becomes a ""societal leader""? We can complain that no, the heart, we do it like...",dɛn one for life na adɛn na heart ɛna mofaeɛ yes ɛɛ one for life no deɛ ɛyɛ akoma because yɛhwehwɛɛ mu ara ɛyɛ me sɛ ɔpɛ mpaninfoɔ company no bɔɔl no ɛtenase ɛhefa ɛna ɛba societal leader yɛbɛtumi complain sɛ daabi akoma yɛyɛ no sɛ,eFrIBYoHo8Q_050.wav
Why are my maize stalks staying short and turning light yellow instead of dark green?,"Yellowing maize leaves mean the soil lacks nitrogen, which is the key nutrient plants use to grow tall and produce chlorophyll. Applying nitrogen fertilizer or compost restores healthy green growth.",Soil Nutrition & Plant Growth,"What is ""one for life"" and why the heart? And you chose yes, as for ""one for life,"" it is about the heart, because upon looking into it, it seems to me that he wants the company of elders. Where does the ball sit, and then it becomes a ""societal leader""? We can complain that no, the heart, we do it like...",dɛn one for life na adɛn na heart ɛna mofaeɛ yes ɛɛ one for life no deɛ ɛyɛ akoma because yɛhwehwɛɛ mu ara ɛyɛ me sɛ ɔpɛ mpaninfoɔ company no bɔɔl no ɛtenase ɛhefa ɛna ɛba societal leader yɛbɛtumi complain sɛ daabi akoma yɛyɛ no sɛ,eFrIBYoHo8Q_050.wav
How does planting cowpeas or groundnuts help improve my soil for the next season?,"Legumes like cowpeas absorb nitrogen gas from the air and store it in their roots. When the roots decompose after harvest, they release this extra nitrogen into the soil, feeding the next crop.",Soil Nutrition & Plant Growth,"What is ""one for life"" and why the heart? And you chose yes, as for ""one for life,"" it is about the heart, because upon looking into it, it seems to me that he wants the company of elders. Where does the ball sit, and then it becomes a ""societal leader""? We can complain that no, the heart, we do it like...",dɛn one for life na adɛn na heart ɛna mofaeɛ yes ɛɛ one for life no deɛ ɛyɛ akoma because yɛhwehwɛɛ mu ara ɛyɛ me sɛ ɔpɛ mpaninfoɔ company no bɔɔl no ɛtenase ɛhefa ɛna ɛba societal leader yɛbɛtumi complain sɛ daabi akoma yɛyɛ no sɛ,eFrIBYoHo8Q_050.wav
How do I know when my cassava crop is ready to be dug up?,"Cassava is generally ready for harvest between 9 to 12 months after planting, when lower leaves turn yellow and drop off, and the soil surrounding the stem begins to crack from expanding roots.",Harvesting & Crop Behavior,"What is ""one for life"" and why the heart? And you chose yes, as for ""one for life,"" it is about the heart, because upon looking into it, it seems to me that he wants the company of elders. Where does the ball sit, and then it becomes a ""societal leader""? We can complain that no, the heart, we do it like...",dɛn one for life na adɛn na heart ɛna mofaeɛ yes ɛɛ one for life no deɛ ɛyɛ akoma because yɛhwehwɛɛ mu ara ɛyɛ me sɛ ɔpɛ mpaninfoɔ company no bɔɔl no ɛtenase ɛhefa ɛna ɛba societal leader yɛbɛtumi complain sɛ daabi akoma yɛyɛ no sɛ,eFrIBYoHo8Q_050.wav
Why does my lowland rice crop perform better when there is standing water in the field?,"Standing water drowns out weeds that compete with rice for nutrients and maintains a steady soil temperature, allowing the rice plants to focus energy on producing full grain heads.",Harvesting & Crop Behavior,"What is ""one for life"" and why the heart? And you chose yes, as for ""one for life,"" it is about the heart, because upon looking into it, it seems to me that he wants the company of elders. Where does the ball sit, and then it becomes a ""societal leader""? We can complain that no, the heart, we do it like...",dɛn one for life na adɛn na heart ɛna mofaeɛ yes ɛɛ one for life no deɛ ɛyɛ akoma because yɛhwehwɛɛ mu ara ɛyɛ me sɛ ɔpɛ mpaninfoɔ company no bɔɔl no ɛtenase ɛhefa ɛna ɛba societal leader yɛbɛtumi complain sɛ daabi akoma yɛyɛ no sɛ,eFrIBYoHo8Q_050.wav
Why do many of the small flowers on my cocoa trees fall off without ever turning into cocoa pods?,"Cocoa flowers need to be pollinated—either by tiny insects like midges or by hand—to form pods. If a flower isn't pollinated within a day or two, it dies and drops off the tree naturally.",Cocoa Pollination & Flowering,"It will encourage them because pollination has spread throughout Ghana and boosted our cocoa. Well done. Amen, Father, I send greetings. Please, what is your name and the work you do? It is good. My name is Clemente Yammoa; I am a cocoa farmer, and I also have an account there.",ɛbɛ hyɛ ɔmo nkuran esiane sɛ pollination aba abɛsu ghana sin paa ama yɛ cocoa ɛrekɔso ayekoo amen agya mema ei mepawokyɛw wo din ɛne adwuma a ɔyɛ yoo yɛfrɛ me clemente yammoa meyɛ cocoa adwuma na mesan ayɛ account hɔ,dwepemPuBwA_049.wav
How does hand pollination actually work to increase the amount of cocoa I harvest?,"Hand pollination means manually transferring pollen from one cocoa flower to another using small brushes or forceps. This ensures almost every flower receives pollen and develops into a healthy pod, rather than waiting for scarce insects to do it.",Cocoa Pollination & Flowering,"It will encourage them because pollination has spread throughout Ghana and boosted our cocoa. Well done. Amen, Father, I send greetings. Please, what is your name and the work you do? It is good. My name is Clemente Yammoa; I am a cocoa farmer, and I also have an account there.",ɛbɛ hyɛ ɔmo nkuran esiane sɛ pollination aba abɛsu ghana sin paa ama yɛ cocoa ɛrekɔso ayekoo amen agya mema ei mepawokyɛw wo din ɛne adwuma a ɔyɛ yoo yɛfrɛ me clemente yammoa meyɛ cocoa adwuma na mesan ayɛ account hɔ,dwepemPuBwA_049.wav
Why do the leaves on my young cocoa plants turn yellow and dry up when there are no shade trees around?,"Young cocoa trees burn easily under direct, harsh sunlight. They need shade trees or plantains nearby to filter the light and protect their tender leaves until they grow strong enough.",Shade & Environmental Care,"It will encourage them because pollination has spread throughout Ghana and boosted our cocoa. Well done. Amen, Father, I send greetings. Please, what is your name and the work you do? It is good. My name is Clemente Yammoa; I am a cocoa farmer, and I also have an account there.",ɛbɛ hyɛ ɔmo nkuran esiane sɛ pollination aba abɛsu ghana sin paa ama yɛ cocoa ɛrekɔso ayekoo amen agya mema ei mepawokyɛw wo din ɛne adwuma a ɔyɛ yoo yɛfrɛ me clemente yammoa meyɛ cocoa adwuma na mesan ayɛ account hɔ,dwepemPuBwA_049.wav
Why should I cut off extra stems and small shoots from my cocoa trees when they seem to be growing fine?,"Pruning removes unnecessary stems so the tree doesn't waste energy on useless leaves. It allows sunlight and air to move freely through the tree, which prevents diseases and encourages big pod growth.",Tree Maintenance & Pruning,"It will encourage them because pollination has spread throughout Ghana and boosted our cocoa. Well done. Amen, Father, I send greetings. Please, what is your name and the work you do? It is good. My name is Clemente Yammoa; I am a cocoa farmer, and I also have an account there.",ɛbɛ hyɛ ɔmo nkuran esiane sɛ pollination aba abɛsu ghana sin paa ama yɛ cocoa ɛrekɔso ayekoo amen agya mema ei mepawokyɛw wo din ɛne adwuma a ɔyɛ yoo yɛfrɛ me clemente yammoa meyɛ cocoa adwuma na mesan ayɛ account hɔ,dwepemPuBwA_049.wav
What causes green cocoa pods to suddenly turn black and rot on the branch during heavy rains?,"This is caused by Black Pod disease, a fungus that thrives in damp, dark weather. Removing affected pods early and keeping the farm clear of weeds helps stop the fungus from spreading.",Pest & Disease Control,"It will encourage them because pollination has spread throughout Ghana and boosted our cocoa. Well done. Amen, Father, I send greetings. Please, what is your name and the work you do? It is good. My name is Clemente Yammoa; I am a cocoa farmer, and I also have an account there.",ɛbɛ hyɛ ɔmo nkuran esiane sɛ pollination aba abɛsu ghana sin paa ama yɛ cocoa ɛrekɔso ayekoo amen agya mema ei mepawokyɛw wo din ɛne adwuma a ɔyɛ yoo yɛfrɛ me clemente yammoa meyɛ cocoa adwuma na mesan ayɛ account hɔ,dwepemPuBwA_049.wav
Why do insects attack my cocoa trees more when the farm is overgrown with weeds?,"Tall weeds create a moist, hidden environment where pests and insects can breed safely. Keeping your land clear deprives insects of hiding spots and reduces attacks on your trees.",Pest & Disease Control,"It will encourage them because pollination has spread throughout Ghana and boosted our cocoa. Well done. Amen, Father, I send greetings. Please, what is your name and the work you do? It is good. My name is Clemente Yammoa; I am a cocoa farmer, and I also have an account there.",ɛbɛ hyɛ ɔmo nkuran esiane sɛ pollination aba abɛsu ghana sin paa ama yɛ cocoa ɛrekɔso ayekoo amen agya mema ei mepawokyɛw wo din ɛne adwuma a ɔyɛ yoo yɛfrɛ me clemente yammoa meyɛ cocoa adwuma na mesan ayɛ account hɔ,dwepemPuBwA_049.wav
What will happen if I plant my cocoa seedlings very close together so I can fit more on my land?,"When cocoa trees are planted too close, their roots and leaves fight for water, soil nutrients, and sunlight. This results in weak trees, smaller pods, and a higher risk of disease spread.",Planting & Spacing,"It will encourage them because pollination has spread throughout Ghana and boosted our cocoa. Well done. Amen, Father, I send greetings. Please, what is your name and the work you do? It is good. My name is Clemente Yammoa; I am a cocoa farmer, and I also have an account there.",ɛbɛ hyɛ ɔmo nkuran esiane sɛ pollination aba abɛsu ghana sin paa ama yɛ cocoa ɛrekɔso ayekoo amen agya mema ei mepawokyɛw wo din ɛne adwuma a ɔyɛ yoo yɛfrɛ me clemente yammoa meyɛ cocoa adwuma na mesan ayɛ account hɔ,dwepemPuBwA_049.wav
How can I tell if my soil is weak and needs fertilizer for my cocoa farm?,"If your cocoa trees grow very slowly, have pale leaves, or produce small and empty-looking pods, it means the soil lacks essential nutrients like nitrogen, phosphorus, or potassium.",Soil & Plant Nutrition,"It will encourage them because pollination has spread throughout Ghana and boosted our cocoa. Well done. Amen, Father, I send greetings. Please, what is your name and the work you do? It is good. My name is Clemente Yammoa; I am a cocoa farmer, and I also have an account there.",ɛbɛ hyɛ ɔmo nkuran esiane sɛ pollination aba abɛsu ghana sin paa ama yɛ cocoa ɛrekɔso ayekoo amen agya mema ei mepawokyɛw wo din ɛne adwuma a ɔyɛ yoo yɛfrɛ me clemente yammoa meyɛ cocoa adwuma na mesan ayɛ account hɔ,dwepemPuBwA_049.wav
How do I know the exact right time to harvest my cocoa pods from the tree?,Ripe cocoa pods change color completely from green or dark red to bright yellow or orange. Harvesting them when they turn fully yellow ensures the beans inside are mature and ready for fermentation.,Harvesting Practices,"It will encourage them because pollination has spread throughout Ghana and boosted our cocoa. Well done. Amen, Father, I send greetings. Please, what is your name and the work you do? It is good. My name is Clemente Yammoa; I am a cocoa farmer, and I also have an account there.",ɛbɛ hyɛ ɔmo nkuran esiane sɛ pollination aba abɛsu ghana sin paa ama yɛ cocoa ɛrekɔso ayekoo amen agya mema ei mepawokyɛw wo din ɛne adwuma a ɔyɛ yoo yɛfrɛ me clemente yammoa meyɛ cocoa adwuma na mesan ayɛ account hɔ,dwepemPuBwA_049.wav
Is it good for me to plant cassava on the same piece of land as my young cocoa trees?,"Cassava is a heavy feeder that aggressive pulls water and nutrients out of the soil, which can starve young cocoa trees. It is better to use plantains, which provide good shade without choking the cocoa.",Intercropping & Land Management,"It will encourage them because pollination has spread throughout Ghana and boosted our cocoa. Well done. Amen, Father, I send greetings. Please, what is your name and the work you do? It is good. My name is Clemente Yammoa; I am a cocoa farmer, and I also have an account there.",ɛbɛ hyɛ ɔmo nkuran esiane sɛ pollination aba abɛsu ghana sin paa ama yɛ cocoa ɛrekɔso ayekoo amen agya mema ei mepawokyɛw wo din ɛne adwuma a ɔyɛ yoo yɛfrɛ me clemente yammoa meyɛ cocoa adwuma na mesan ayɛ account hɔ,dwepemPuBwA_049.wav
How can I tell if the maize seeds I saved from last season are good enough to plant this year?,"You can do a simple germination test before planting. Place ten seeds inside a wet paper or cloth towel, keep it moist for five days, and count how many sprout. If eight or more sprout, your seed batch is strong enough to plant.",Seed Selection & Planting,"You will be able to get some to buy, as I told you, that this interview has been going on for a little while because '24 is coming to an end, and since the UTV that is operating is doing an interview, you entered the 2021 season and wanted to plant some seeds, yet you are still running a YouTube page.",wobɛtumi anya bi atɔ sɛdeɛn ka kyerɛ wo no sɛ interview wei akɔ akɔyɛ afebɔɔ kakra esiane sɛ 24 ɛkɔ n'awieeɛ no na utv a ɛkɔ dwuma deɛ ɛyɛ interview nti wo wura 2021 season no mu na wopɛ seedni bi adua still wokɔyɛ youtube page,znxVf5TuXyg_020.wav
Why are the leaves on my cassava plants curling up and turning yellow?,"Leaf curling and yellowing on cassava is usually caused by Cassava Mosaic Disease, which is spread by tiny whiteflies. Using certified disease-resistant stems and pulling out infected plants early stops the disease from spreading across your farm.",Pest Management,"You will be able to get some to buy, as I told you, that this interview has been going on for a little while because '24 is coming to an end, and since the UTV that is operating is doing an interview, you entered the 2021 season and wanted to plant some seeds, yet you are still running a YouTube page.",wobɛtumi anya bi atɔ sɛdeɛn ka kyerɛ wo no sɛ interview wei akɔ akɔyɛ afebɔɔ kakra esiane sɛ 24 ɛkɔ n'awieeɛ no na utv a ɛkɔ dwuma deɛ ɛyɛ interview nti wo wura 2021 season no mu na wopɛ seedni bi adua still wokɔyɛ youtube page,znxVf5TuXyg_020.wav
Why shouldn't I apply fertilizer when the ground is dry during a hot dry spell?,"Fertilizer needs water to dissolve so roots can absorb it safely. Applying fertilizer on dry soil under intense heat can burn crop roots and waste your money, as the nutrients cannot be taken up without soil moisture.",Soil Health & Fertilizer,"You will be able to get some to buy, as I told you, that this interview has been going on for a little while because '24 is coming to an end, and since the UTV that is operating is doing an interview, you entered the 2021 season and wanted to plant some seeds, yet you are still running a YouTube page.",wobɛtumi anya bi atɔ sɛdeɛn ka kyerɛ wo no sɛ interview wei akɔ akɔyɛ afebɔɔ kakra esiane sɛ 24 ɛkɔ n'awieeɛ no na utv a ɛkɔ dwuma deɛ ɛyɛ interview nti wo wura 2021 season no mu na wopɛ seedni bi adua still wokɔyɛ youtube page,znxVf5TuXyg_020.wav
What happens to my maize crop if I plant seeds too close together in the field?,"When crops are planted too close together, they fight each other for sunlight, soil nutrients, and water. This results in thin, weak stalks that fall over easily and produce very small or empty maize cobs.",Crop Spacing,"You will be able to get some to buy, as I told you, that this interview has been going on for a little while because '24 is coming to an end, and since the UTV that is operating is doing an interview, you entered the 2021 season and wanted to plant some seeds, yet you are still running a YouTube page.",wobɛtumi anya bi atɔ sɛdeɛn ka kyerɛ wo no sɛ interview wei akɔ akɔyɛ afebɔɔ kakra esiane sɛ 24 ɛkɔ n'awieeɛ no na utv a ɛkɔ dwuma deɛ ɛyɛ interview nti wo wura 2021 season no mu na wopɛ seedni bi adua still wokɔyɛ youtube page,znxVf5TuXyg_020.wav
Why do my young cocoa seedlings wither and die when I cut down all the large trees on my land?,"Young cocoa plants are sensitive to direct, intense sunlight and high heat. Leaving or planting shade trees like plantains or leguminous trees keeps the air cool and protects young cocoa leaves from burning while they establish roots.",Shade & Tree Management,"You will be able to get some to buy, as I told you, that this interview has been going on for a little while because '24 is coming to an end, and since the UTV that is operating is doing an interview, you entered the 2021 season and wanted to plant some seeds, yet you are still running a YouTube page.",wobɛtumi anya bi atɔ sɛdeɛn ka kyerɛ wo no sɛ interview wei akɔ akɔyɛ afebɔɔ kakra esiane sɛ 24 ɛkɔ n'awieeɛ no na utv a ɛkɔ dwuma deɛ ɛyɛ interview nti wo wura 2021 season no mu na wopɛ seedni bi adua still wokɔyɛ youtube page,znxVf5TuXyg_020.wav
Why do weeds grow faster than my crops even after I put fertilizer on the field?,"Weeds are wild, tough plants that absorb water and fertilizer nutrients much faster than cultivated crops. Clearing weeds early in the season ensures your crops get to consume the fertilizer before weeds steal it.",Weed Control,"You will be able to get some to buy, as I told you, that this interview has been going on for a little while because '24 is coming to an end, and since the UTV that is operating is doing an interview, you entered the 2021 season and wanted to plant some seeds, yet you are still running a YouTube page.",wobɛtumi anya bi atɔ sɛdeɛn ka kyerɛ wo no sɛ interview wei akɔ akɔyɛ afebɔɔ kakra esiane sɛ 24 ɛkɔ n'awieeɛ no na utv a ɛkɔ dwuma deɛ ɛyɛ interview nti wo wura 2021 season no mu na wopɛ seedni bi adua still wokɔyɛ youtube page,znxVf5TuXyg_020.wav
Why are insects eating up my harvested maize inside sealed storage bags?,"Insects or their invisible eggs were likely already on the maize before bagging, or the grain had too much moisture inside. Drying your maize thoroughly in the sun until it crackles and using airtight PICS bags suffocates any remaining pests.",Post-Harvest Storage,"You will be able to get some to buy, as I told you, that this interview has been going on for a little while because '24 is coming to an end, and since the UTV that is operating is doing an interview, you entered the 2021 season and wanted to plant some seeds, yet you are still running a YouTube page.",wobɛtumi anya bi atɔ sɛdeɛn ka kyerɛ wo no sɛ interview wei akɔ akɔyɛ afebɔɔ kakra esiane sɛ 24 ɛkɔ n'awieeɛ no na utv a ɛkɔ dwuma deɛ ɛyɛ interview nti wo wura 2021 season no mu na wopɛ seedni bi adua still wokɔyɛ youtube page,znxVf5TuXyg_020.wav
Is it better for my tomato crops if I water them early in the morning or during the hot afternoon?,Watering early in the morning is best because the soil absorbs the moisture before the midday heat. Watering in the afternoon causes water to evaporate rapidly before reaching roots and can burn warm leaves.,Water Management,"You will be able to get some to buy, as I told you, that this interview has been going on for a little while because '24 is coming to an end, and since the UTV that is operating is doing an interview, you entered the 2021 season and wanted to plant some seeds, yet you are still running a YouTube page.",wobɛtumi anya bi atɔ sɛdeɛn ka kyerɛ wo no sɛ interview wei akɔ akɔyɛ afebɔɔ kakra esiane sɛ 24 ɛkɔ n'awieeɛ no na utv a ɛkɔ dwuma deɛ ɛyɛ interview nti wo wura 2021 season no mu na wopɛ seedni bi adua still wokɔyɛ youtube page,znxVf5TuXyg_020.wav
Why is it bad for my soil if I plant maize on the exact same spot year after year?,Planting the same crop continuously drains the exact same nutrients every season and allows specific soil pests to build up. Rotating maize with beans or groundnuts restores soil fertility naturally and breaks pest life cycles.,Crop Rotation,"You will be able to get some to buy, as I told you, that this interview has been going on for a little while because '24 is coming to an end, and since the UTV that is operating is doing an interview, you entered the 2021 season and wanted to plant some seeds, yet you are still running a YouTube page.",wobɛtumi anya bi atɔ sɛdeɛn ka kyerɛ wo no sɛ interview wei akɔ akɔyɛ afebɔɔ kakra esiane sɛ 24 ɛkɔ n'awieeɛ no na utv a ɛkɔ dwuma deɛ ɛyɛ interview nti wo wura 2021 season no mu na wopɛ seedni bi adua still wokɔyɛ youtube page,znxVf5TuXyg_020.wav
How do I know the exact right time to harvest my groundnuts so they don't rot in the ground?,"Groundnuts are ready when the leaves turn yellow and begin to dry up. You can pull up one plant to check—if the insides of the shells have dark brown markings and the nuts fill out the shell completely, it is time to harvest.",Harvesting Timing,"You will be able to get some to buy, as I told you, that this interview has been going on for a little while because '24 is coming to an end, and since the UTV that is operating is doing an interview, you entered the 2021 season and wanted to plant some seeds, yet you are still running a YouTube page.",wobɛtumi anya bi atɔ sɛdeɛn ka kyerɛ wo no sɛ interview wei akɔ akɔyɛ afebɔɔ kakra esiane sɛ 24 ɛkɔ n'awieeɛ no na utv a ɛkɔ dwuma deɛ ɛyɛ interview nti wo wura 2021 season no mu na wopɛ seedni bi adua still wokɔyɛ youtube page,znxVf5TuXyg_020.wav
Why do some groundnut plants produce large seeds while others produce small seeds on the same farm?,"Different groundnut varieties carry different traits. Plant breeders intentionally develop some varieties to produce larger seeds for snacking and direct eating, while smaller-seeded varieties are often developed for oil extraction.",Variety Selection and Market Needs,"I am a plant breeder, and whenever we do this work, we collaborate with farmers and those who work with groundnuts, perhaps those who sell them and those who use them to make various food products; it requires us to have many creative variations, and we make a selection.",tete wo tia meyɛ plan breeder na ɛberɛ biara no yɛ adwuma no deɛ yɛyɛ no sɛ yɛ ne akuafoɔ ɛne ɔmo a ɔmo de nkate a ɛyɛ ɔmo adwuma ebia ɔmo a ɔmo tɔn ne ɔmo a ɔmo de ɛyɛ nnuane ahodoɔ ɛdi nsa wɔ soɔ ɛbisa yɛ creative variation bebree na y'aseleksi,gjGJKVT_FlY_005.wav
How do I choose the best groundnut variety if I want to sell to traders who make groundnut paste or oil?,"Different buyers look for different qualities. Varieties rich in oil are best for processors, while high-yield, sweet varieties are preferred for roasted snacks. Extension officers and plant breeders work with processors to recommend specific varieties that meet these exact market demands.",Variety Selection and Market Needs,"I am a plant breeder, and whenever we do this work, we collaborate with farmers and those who work with groundnuts, perhaps those who sell them and those who use them to make various food products; it requires us to have many creative variations, and we make a selection.",tete wo tia meyɛ plan breeder na ɛberɛ biara no yɛ adwuma no deɛ yɛyɛ no sɛ yɛ ne akuafoɔ ɛne ɔmo a ɔmo de nkate a ɛyɛ ɔmo adwuma ebia ɔmo a ɔmo tɔn ne ɔmo a ɔmo de ɛyɛ nnuane ahodoɔ ɛdi nsa wɔ soɔ ɛbisa yɛ creative variation bebree na y'aseleksi,gjGJKVT_FlY_005.wav
Why should I buy newly developed groundnut seeds instead of planting the seeds I saved from last year's harvest?,"Saved seeds can lose their purity and vigor over time, leading to lower yields and disease susceptibility. Newly developed seeds are carefully selected by plant breeders to offer higher yields, better disease resistance, and improved market quality.",Variety Selection and Market Needs,"I am a plant breeder, and whenever we do this work, we collaborate with farmers and those who work with groundnuts, perhaps those who sell them and those who use them to make various food products; it requires us to have many creative variations, and we make a selection.",tete wo tia meyɛ plan breeder na ɛberɛ biara no yɛ adwuma no deɛ yɛyɛ no sɛ yɛ ne akuafoɔ ɛne ɔmo a ɔmo de nkate a ɛyɛ ɔmo adwuma ebia ɔmo a ɔmo tɔn ne ɔmo a ɔmo de ɛyɛ nnuane ahodoɔ ɛdi nsa wɔ soɔ ɛbisa yɛ creative variation bebree na y'aseleksi,gjGJKVT_FlY_005.wav
Why do market traders offer lower prices for certain types of groundnuts even when they are fresh?,"Traders favor seed varieties that match consumer preferences, such as uniform size, easy shelling, or specific seed coat colors. Growing seed varieties developed in consultation with market sellers helps ensure your harvest meets market demands and gets a better price.",Variety Selection and Market Needs,"I am a plant breeder, and whenever we do this work, we collaborate with farmers and those who work with groundnuts, perhaps those who sell them and those who use them to make various food products; it requires us to have many creative variations, and we make a selection.",tete wo tia meyɛ plan breeder na ɛberɛ biara no yɛ adwuma no deɛ yɛyɛ no sɛ yɛ ne akuafoɔ ɛne ɔmo a ɔmo de nkate a ɛyɛ ɔmo adwuma ebia ɔmo a ɔmo tɔn ne ɔmo a ɔmo de ɛyɛ nnuane ahodoɔ ɛdi nsa wɔ soɔ ɛbisa yɛ creative variation bebree na y'aseleksi,gjGJKVT_FlY_005.wav
Why do my groundnut plants have plenty of green leaves above ground but very few pods under the soil?,Excessive leafy growth often happens when there is too much nitrogen in the soil or a lack of calcium. Groundnut plants need balanced nutrients so they can shift their energy from leaf growth to forming strong pegs that grow into the soil to yield healthy pods.,Crop Growth and Behavior,"I am a plant breeder, and whenever we do this work, we collaborate with farmers and those who work with groundnuts, perhaps those who sell them and those who use them to make various food products; it requires us to have many creative variations, and we make a selection.",tete wo tia meyɛ plan breeder na ɛberɛ biara no yɛ adwuma no deɛ yɛyɛ no sɛ yɛ ne akuafoɔ ɛne ɔmo a ɔmo de nkate a ɛyɛ ɔmo adwuma ebia ɔmo a ɔmo tɔn ne ɔmo a ɔmo de ɛyɛ nnuane ahodoɔ ɛdi nsa wɔ soɔ ɛbisa yɛ creative variation bebree na y'aseleksi,gjGJKVT_FlY_005.wav
Why do groundnut pods form underground instead of growing on the branches like beans or maize?,"After groundnut flowers are pollinated above ground, the plant produces a growing stem called a peg. This peg grows downwards into the soil, where it develops into a pod underground to protect the seeds from heat, birds, and pests.",Crop Growth and Behavior,"I am a plant breeder, and whenever we do this work, we collaborate with farmers and those who work with groundnuts, perhaps those who sell them and those who use them to make various food products; it requires us to have many creative variations, and we make a selection.",tete wo tia meyɛ plan breeder na ɛberɛ biara no yɛ adwuma no deɛ yɛyɛ no sɛ yɛ ne akuafoɔ ɛne ɔmo a ɔmo de nkate a ɛyɛ ɔmo adwuma ebia ɔmo a ɔmo tɔn ne ɔmo a ɔmo de ɛyɛ nnuane ahodoɔ ɛdi nsa wɔ soɔ ɛbisa yɛ creative variation bebree na y'aseleksi,gjGJKVT_FlY_005.wav
